Quarter,DRI,TGT,UUU,ACWN,A4Y,ADS,ADV,AIXA,A1OS,ALV,AOX,ACT,AAD,ART,AOF,AAG,NDA,BNN,BAS,BSL,BST,BMW3,BMW,BAYN,BYW,BYW6,BC8,BEI,BDT,ACX,GBF,B8F,BIO,BIO3,BVB,BNR,BKHT,COK,CPX,AFX,CEC,CSH,CWC,CBK,COP,CON,1COV,CSQ,CE2,EVD,DAI,DAM,DHER,DEX,DMRE,DMP,DBK,DB1,DEQ,DPW,DWNI,DEZ,DFV,HNL,DRW8,DRW3,DBAN,DKG,PBB,DTE,DUE,DWS,EOAN,EUZ,E4C,EIN3,ELG,ZIL2,ELB,CAP,ERWE,EVK,EVT,FIE,SIS,FTK,FEV,FPH,FRA,FNTN,FME,FRE,GTY,G1A,GME,GXI,GSC1,GFT,GGS,GMM,GLJ,2HRA,HHFA,HNR1,HLAG,HAW,WL6,HEI,HDD,HLE,HFG,HEN,HEN3,5UH,HOT,HBH,BOSS,HYQ,INH,IFX,IXX,INS,ISH2,IS7,IVX,IVU,JEN,JST,JUN3,SDF,IUR,KGX,KCO,KTA,KBX,SKB,KSC,KRN,KWS,LXS,LEG,LEI,LPK,ECK,LHA,M5Z,MZX,MXHN,MBB,MED,MDG1,ILM1,MRK,B4B,B4B3,MLP,MOR,MTX,MUV2,MVV1,NA9,NEM,NWO,NXU,NFN,NDX1,NOEJ,OHB,O4B,PGN,PAT,PFV,PSG,PNE3,PCZ,PWO,PSM,PSAN,PUM,TPE,QSC,RSL2,RAA,RHM,RHK,RWE,SZG,SAP,SRT,SRT3,SHA,G24,YSN,SJJ,F3C,SGL,SIE,ENR,SHL,WAF,SNG,SIX2,SIX3,S92,SHF,SYT,SOW,S9I,SBS,SAX,SZU,SMHN,SUR,SY1,SYZ,TEG,TTK,TLX,TMV,TTR1,O2D,TLIK,TKA,8TRA,UN01,ULC,OSP2,UTDI,VAR1,VBK,VIB3,V6C,V3V,VOW,VOW3,VBX,VNA,VOS,WCH,WAC,WSU,WEW,WUW,YOC,ZAL,TIMA,HRPK,AAQ1,ADN1,ALG,AEIN,DTD2,BEZ,BIJ,DFTK,DIE,H2O,EBK,EKT,FC9,FRS,CEA,GWI2,H9Y,IPOK,ITN,KWG,KA8,KSB,KSB3,LSX,MAK,MDN,M3V,MSAG,MPSC,MLL,NC5A,OBS,EMH,PAH3,EXJ,RTC,SWA,SCE,SPM,WIG1,STO3,SF3,TTO,UZU,WCMK,RTV,2GB,A6T,B7E,CYR,4DS,D6H,DAR,DLX,DGR,DR0,EDL,EQS,HXCK,EXL,FSNT ,A7A,FYB,H5E,IBU,A8A,L1OA,MUM,M3BK,MPCK,MUX,C1V,NTG,NUVA,NBG6,M7U,VVV3,PAL,PBY,RCMN,PZS,SGF,N4G,V3S
2010-03-31,890317674.2857143,257526005.24381343,28061883.809523806,77688658.06451613,60498724.57701214,6779257142.857142,152416122.85714287,2652768000.0,19352042.85714286,34289928339.68254,1456941897.142857,,99359577.77777778,26415331.01694915,105810083.33333334,,1531744380.952381,,37917224666.666664,214655000.0,,14767358476.190477,20049015263.49206,49461057646.07266,1060314456.6666666,974139746.0317461,2528780000.0000005,11055820000.0,232949600.0,126587565.0,1921387442.857143,167214306.27898514,1548886137.1856503,1449773120.393355,116254135.72384869,8006043499.999999,,197370866.73020294,,1081556749.2063494,19726156985.714283,42209511.42857143,184394495.23809525,3129104821.397638,439820987.1428571,7547730226.197678,,,332378182.5396825,3412396190.476191,36273689371.428566,32304054.838709675,,421969995.2380952,450689340.89575684,,80120206009.76418,9871811904.761904,1760734935.1859353,16006786776.190477,2827749769.208584,452924554.7619048,,34484670.47619048,,725756511.6346481,342085396.82539684,,,48622179958.412704,1130025015.8730159,,71569080942.85715,453368991.2698412,13935413.898305085,120595119.04761904,122656785.71428572,1113491657.142857,,307048034.43036866,58718646.07795077,,358095364.9206349,4867253333.333334,60341749.202904366,490706850.0,22635397.540983606,31180865.07936508,3462806530.1587305,1151667287.3015873,11209868769.047619,26168130400.0,409467486.90651715,2763831910.31746,42600035.55555555,816352900.0,415211574.6031746,95735886.15838718,165326720.15296224,94870139.35886474,1427502023.809524,534724379.36507934,2128875246.0317461,4038893999.9999995,,207161473.015873,169855310.6903432,8062145215.873015,1276754074.4450374,,,14018230631.74603,16308101015.873018,,4291355893.650793,,1430528000.0,58826193.52941176,345261500.0,5514920888.888889,111488144.12698413,,23488382.667539414,17133170.476190478,11954576.271186441,29895608.888888888,259199074.28571424,,1531351904.7619047,8467323333.333334,,,1718411829.1359391,,,200277466.66666666,24322735.0,1193547921.4285715,4034380952.3809524,2533920190.4761906,,148671774.19354838,132164277.77777778,46462581.81818182,10068844517.977888,512526495.7748294,28249166.05272435,113635838.0952381,39814309.83050848,152378240.74074075,90472802.53968254,40226682.77065871,27247317536.507935,,,810652503.3333334,564996033.3333333,2101880300.0000002,15291896738.09524,2057516654.7619047,,2006555833.3333333,163736915.87301585,60479539.99999999,,2254197951.5873017,,274277613.4920635,432453103.4482759,12009892.857142856,260842237.14285713,575734333.3333334,,166781739.5087287,,73162741.93548387,2441211269.84127,148149187.3015873,33617299206.349205,103283154.76190476,204398208.25396827,109864866.66666666,1400080142.8571427,2080373742.8571427,1217777911.576775,48313791911.69277,4040885507.9365077,41257320000.0,1299502989.4736843,1329772180.6451612,,,55391463.63636363,,101781277.03889132,2271686076.7462344,53368507936.50794,,,,34726228.97214381,1131436544.4444444,805341384.1269841,2997363968.2539682,349457465.64062935,20143133.771582805,6257228571.428572,,318700088.8888889,,3390814019.047619,80324030.47619048,250523966.15216932,2265372192.857143,46230096.77419355,723397449.4208293,541528277.1428571,,,35507638.253968254,,,15412212364.285715,,,15400552.380886862,36532119.365079366,2104591238.095238,,228178963.80952382,145402311.58730158,31975613.65079365,77001262.30601121,34274654116.82688,31319233718.064445,,,1254260878.008367,5311287111.111111,603018073.3333334,116149736.06557377,,1777864583.3333333,92485302.89917973,,606417777.7777778,286122140.93728787,,37084828.57142857,6733120.056147491,93485682.53968255,8964924.40677966,,1079684999.9999998,70153299.27213734,39060000.0,,10693290142.857143,48395331.428571425,,10482551.499999998,39071288.79310346,,93587150.10445575,,17657601.153319925,280477330.22570604,39077292.20338983,791318055.5555556,777190277.7777777,8988112.38095238,18501259.09090909,391617885.71428573,41935882.258064516,18215646.847140405,,20924133.6,2611380.0,11045342.439024389,636460.0,11760589121.712992,1022621.6080188748,40385965.96774194,59981302.85714286,35282191.30434783,6029082.500000001,14143223.098866617,423835844.4444444,,,87201267.43670449,16464416.37375017,17930037.9840844,151593569.52380952,5876936.0,9164628.459348347,,141595518.25396824,36969625.0,,22809007.851041146,16993379.310344826,,49416102.38095239,172481775.0,46160653.32863023,,,97153133.87096775,,29746666.666666668,,136479295.6451613,30865235.171632387,60495241.93548387,90583622.75343907,73112622.77836727,,40074884.554802746,36997896.77419355,,631702588.2352941,20199637.41597508,13190075.471698113,,,18571996.774193548,29748383.999999996,,,99958073.01587301
2010-06-30,912530514.2857143,228763367.9608583,25225067.741935488,85238219.04761904,67192147.00566839,7532757142.857143,219476508.5714286,2712456000.0,20709606.666666664,34336597068.25397,1447203291.4285712,1035198.1276720739,114370492.06349206,28253176.77966102,117569773.8095238,,1710581701.5873015,,40121465726.98412,218783250.0,,17430060495.238094,24096776533.333332,46305700992.9757,1083133721.5686276,1040973109.5238096,2883796000.0,11126880000.0,279931600.0,140789669.4915254,1815222770.6349208,136246181.59005925,1435460103.6527693,1370526381.998923,109407150.84335586,7874660869.047619,,214934577.33713102,,1037092292.0634921,21365776980.952385,45618492.85714286,205897866.66666666,3107229348.260972,449601552.85714287,8113850116.666668,,,314523785.71428573,3739474285.7142863,42260038526.98412,34445403.80952381,,553801633.3333334,373977309.7659428,,82727050720.87057,10198355555.555555,1736341584.972295,15362377238.095238,2671727728.108979,555352347.6190476,,40113605.084745765,798683550.0000001,855518491.0572249,320984634.920635,,,47228820564.126976,1223889873.015873,,68005772560.0,449620557.14285713,14580540.0,116638414.28571428,118947652.38095239,1240664228.5714285,,294331334.1947578,49593241.713857666,,352197469.2063492,5005426666.666667,70892687.56830789,481973678.5714286,20301648.305084746,42672874.19354839,3482325750.793651,1003702842.8571429,12221783971.428572,30095164844.444443,403401301.9153092,3029782492.857143,46744970.15873016,887477887.3015872,431112822.2222222,101000733.98457187,157215544.90795264,135785084.74543342,1451925000.0,625089222.2222222,2008320271.4285715,4270723571.428571,,234075103.17460316,218305972.62785226,8254334671.42857,1601953361.686335,,,14721886365.079365,17317529298.4127,,4408642486.5079365,,1836020825.3968256,46504444.4117647,410269833.3333333,6488515342.222223,139530501.58730158,,24489848.19426326,19040848.524590164,11558758.399999999,28269306.666666664,239652977.14285716,,1864187619.047619,7767741142.857143,174564149.99999997,,1677838877.1644235,,,233595422.22222224,24805601.11111111,1294262858.5714285,3966521428.5714283,2990327912.698413,,169647580.6451613,188203944.44444448,51306192.307692304,10044701956.133844,425072102.6810944,29601525.000533998,115574434.83870968,42948972.0,172012965.1162791,69295065.3968254,60097694.741707005,26451739149.20635,,,792335152.3809525,519116966.6666666,2414873500.0,14833270890.47619,2040764951.6129034,,2531237500.0,156726634.92063493,56998799.35483871,,1845496003.1746032,,265360980.95238099,348342906.9767442,17382688.57142857,268940421.2698413,569511533.3333334,,172484587.6952171,,84022147.36842106,2971841031.7460318,186421301.58730155,36060822603.17461,105872440.47619048,182175509.20634922,126473933.33333331,1402345119.0476189,2136396742.857143,1251673524.835784,44762850780.387886,3431461968.2539682,44289472500.0,1468206531.1475413,1483658057.1428573,,,65607443.396226406,,92461698.85454866,2572668030.203567,59252825396.82539,,,,46168437.454076156,990474979.3650794,763516353.9682541,3069165428.5714283,387464170.36458796,20997132.617197376,6428650158.730159,,328914488.8888889,,3084025466.6666665,81362883.8095238,261468017.09511492,2492099100.0,49098214.28571428,738280337.9275483,539252755.7142857,,,36885134.19354839,,,14433358050.0,,,15464833.934787713,37589386.44067796,2046689523.809524,,208448441.90476188,140533824.12698412,37798621.034482755,77938184.80929057,35238286714.28571,35799026571.42857,,,1278543035.0750537,5706128833.333334,697325200.0,115583533.33333333,,1960803931.4516127,122968417.68265027,,566168888.8888888,234932435.22082335,,42223520.0,7747408.174454886,102095281.26984125,9930365.0,,1009543500.0,72850475.62507892,37590000.0,,10800132380.952381,46486800.0,,9840396.222222222,42587740.0,,100082382.36246528,,15507027.241120525,237437153.1847715,32728711.891891893,834820833.3333333,826273611.1111112,9712101.904761905,24875213.14285714,491854202.85714287,35861338.70967743,29976096.629188195,,22083210.90909091,2958500.1639344264,11836186.55172414,798600.0,10863473947.614433,751649.3223027178,42478678.36065574,70854657.04918034,66709359.57446809,7527857.333333334,46370969.35680912,487715511.11111116,,,92583191.71365745,14429016.0400418,22315894.967331376,190191052.38095236,8054585.000000001,10253862.05519942,,141018125.8064516,37975656.03448276,,19478109.469757076,13694628.571428573,38814875.5897522,51759096.34920635,187203446.80851063,46774303.02717654,,,87147723.92857142,,30337795.918367345,,153171229.5081967,32480972.38548561,63524162.29508197,86589599.3792821,64806924.73190804,,33562647.08372053,35966451.61290322,,606484528.3018868,24192418.319030475,21173295.454545453,,,18290875.0,30623892.631578952,,,111495387.3015873
2010-09-30,877013487.2727273,183409570.78062162,26727304.848484848,83891245.45454545,64879685.03063558,7540622727.272727,237390117.27272725,2440746000.0,22999118.437500004,34299865595.454544,1580180247.2727275,,132952733.33333333,29162148.253968257,121759142.3076923,,1544049018.1818182,,39818427496.969696,284041315.38461536,,19189229478.78788,27726641648.484848,46399914637.26468,1071399978.0000001,1021605216.6666667,2885409545.4545455,11071085454.545456,362037945.45454544,132026567.79661018,1756503818.939394,117134186.53326397,1305701173.7313182,1206927509.5089674,116224786.26195695,8789092363.636364,,274192947.0929853,,1037036472.7272726,20776451384.545456,42711729.54545455,189586981.8181818,3358654226.9357486,453608198.18181825,9901143517.272726,,,315589859.8484848,3591490909.0909095,44850448448.48485,40431859.69230769,,626069796.2121211,315492366.8079555,,80436471467.77429,9700090151.515152,1778946729.6314766,16326023522.727272,2927827838.3967843,603977529.5454545,,41004622.72727272,930559954.5454545,1089081954.5454545,331415515.1515152,,,51001135117.878784,1408927727.2727275,,59659815000.0,510201811.3636364,14028592.5,122618107.57575758,136830922.72727272,1319880000.0,,319006381.3977793,51312969.87075811,,397174069.69696975,5365920000.0,73159092.15536878,467919712.5,21301312.500000004,40472307.27272727,3734879748.484848,960953403.030303,12781072968.181816,31300441551.515152,309944139.3945158,3136300893.181818,46177525.0,964691733.3333334,459784348.48484856,103434377.03415011,197977171.26465195,203483335.44705358,1645726590.9090908,689889618.1818181,2116730689.3939395,4327392954.545455,,251201893.93939394,217297417.69832486,6770009453.030303,1539476798.1951652,,,14329221730.30303,16981567212.121212,,4123928409.090909,,2100288000.0,50962959.729729734,455129659.09090906,6271403786.666668,144528842.42424244,,23864232.862711824,17750478.28125,17146466.90909091,26359036.969696965,244104316.36363634,,2219427272.7272725,7967953000.000001,217249200.0,,1474174250.1212285,,,234326187.87878788,31924387.61904762,1358413077.2727273,4032650000.0,3272540708.3333335,,159640909.0909091,241582621.21212122,53454089.74358974,10787237001.250532,426704447.0425454,28670386.889331043,114338851.6923077,42161365.71428572,193784166.66666666,67521393.93939394,,28964845972.727276,,,821769724.9999999,548113061.3636364,2420656431.818182,14260184522.727274,2030936759.090909,,2777302500.0,159280592.42424244,70135663.01587301,,1781142024.2424242,,260171975.0,348117321.42857146,19268355.0,263443119.6969697,623764559.0909091,,149554752.66566712,,93049920.0,3323303712.121212,199516075.75757578,33917018590.90909,97184931.81818181,189846706.96969697,150634039.3939394,1541082909.090909,2028074400.0000002,1177606482.2472224,39552461824.97245,3019082522.7272725,44270765795.45455,1526147999.9999998,1404811199.9999998,,,73707336.06557377,,89327589.95792483,2699485415.8628225,60151030303.030304,,,,33421151.69493315,1043863810.6060606,815497154.5454545,3067606181.818182,498638414.0361874,21050224.891327173,6496325454.545455,,351386230.30303025,1121759785.7142856,3054084222.727273,85992779.39393938,265531697.54941064,2724826738.636364,46751132.8125,794718027.656355,577529042.7272726,,,40960141.23076923,,,14147041411.363638,,,17365996.38990924,38571908.75,1907406545.4545457,,201259270.30303028,114918318.03030303,41537827.41935483,75371020.15829176,37027157318.181816,40514374813.63636,,,1292404174.4960558,6648097803.030304,730612247.2727273,111679865.45454545,,1828501536.8852458,121734710.30982311,,521073212.1212121,220571975.6967819,,37497507.87878788,8262261.080439881,97361300.31746031,15582489.545454545,,872579863.6363636,69914793.26109728,37800000.0,,10232879863.636362,51041250.0,,8622760.81632653,54997455.88235294,,95647952.54868864,,15485657.200159576,215986952.15395728,34299120.0,897936931.8181819,863662121.2121212,9936327.272727272,24201818.372093022,456490554.54545456,33134258.18181818,28243934.024355624,,22149565.217391305,2943692.272727273,12830565.23076923,914760.0,10429860325.324377,505692.0039653779,42389823.4375,72314880.0,92313305.66037735,7462992.307692308,76371853.08223246,510448442.4242425,,,96355377.45000708,15353544.927133506,21348225.61253291,235794118.1818182,6207204.864864864,12351751.353165092,,137801311.36363634,36942571.0,,17051841.40909831,12533417.54385965,41860700.53851018,60599928.46153846,188144426.6666667,46028420.66689005,,,81194905.66666666,,30673733.333333336,,188554516.15384614,31568908.977871392,66384702.34375,87753109.98246185,64157912.001123846,,32703744.790183708,45644800.0,,597151154.716981,32630544.265059214,20483947.674418606,,,19996093.5483871,30965145.6,,,101108980.0
2010-12-31,1027599783.7499999,179605926.4102867,26996773.75,85824787.5,66598415.87347919,8678025000.0,295797912.1875,2743376343.75,29538947.8125,35740449959.375,1773139860.0,,156589468.75,28299321.639344264,130724927.41935486,,1753014987.5,,49847590640.625,345864500.0,,23722160599.999996,35661334400.0,53811333565.11242,1138308095.081967,1153882348.4375,3477137343.75,11349666562.5,486312023.4375,155267357.14285716,2148071643.75,116160190.84204847,1626521897.5185828,1554666655.260848,241696559.01513863,10054408148.4375,,336244560.674941,,1152539212.5,25571397262.5,43768299.375,231948393.75,3148672152.7171516,540787412.8125,12083729156.25,,,393501589.84374994,4028370000.0,53588954250.0,44025994.53125,,864322523.4375,254469191.43974635,,69789717882.1637,9459328125.0,2043491139.7910523,16235364459.375,3658605333.8011074,746851364.0625,,48096610.3125,935920278.125,1148129587.5,393331250.0,,,49877377803.75,1523048750.0,,59068375678.12499,540162473.4375,14408549.999999998,145558521.875,146025276.5625,1531312200.0,,319335660.2667272,,,448395906.5625,5852595000.0,87173349.71920207,466525304.2372882,26141933.593749996,46393115.254237294,4259381103.125,968912384.375,13061856752.343748,35419611418.75,239698559.72202498,3506624583.59375,43662460.00000001,1003281760.9375,533207743.75,122181123.28721619,357150655.38970846,265425614.04765397,1752726679.6875,759319985.9375,2357412429.6875,4504447687.5,,262400510.9375,216373324.53609598,7686417767.1875,1060656080.0,,,16314796959.374998,19489220000.0,,4876144651.5625,,2949501499.9999995,63443359.523809515,556321421.875,8205156575.0,145805115.625,,28226450.60870351,17896565.322580643,32757725.000000004,23269959.375,288162258.75,,2776790625.0,9687995109.375,201845175.0,,1698383590.2344673,,,248552434.375,33540737.14285714,1370783882.8125,4482250781.25,4488695621.09375,,181101562.5,317273085.9375,62721166.66666667,13609156646.877401,410082272.3332378,34298318.36201636,127932279.375,38408337.0,195140466.1016949,48979163.75,41196000.4277831,26126337806.25,,,830542524.375,578636756.25,2394998409.375,15115012054.6875,1835258800.78125,,3326742890.625,183583885.93750003,71029351.25,,1409168109.375,,255936864.84375,321126206.8965517,26207253.28125,311069403.125,789743423.4375,,127223055.78605086,,109311393.75,4803440625.0,257229781.24999997,36917201156.25,93216761.71875,265688262.18749997,167795206.25,1803699492.1875,2279031975.0,1096525755.7749863,36870799113.70865,3195869148.4375,45628121601.5625,1886213585.4545455,1673035650.0,,,74027909.09090908,,77630872.0465967,2876187080.1378813,68431500000.00001,,,,30717806.707648,1459382935.9375,1062105512.4999999,2640621203.125,591321838.7098892,23619168.57686371,7313662812.5,,362810700.0,1317963250.0,3565525153.1249995,135779783.75,314196478.9317824,2900566005.46875,46218000.0,1000454912.4929603,643933445.625,,,48524249.03225806,,,17675134389.84375,,,21064585.052120082,44201307.09677419,2298030000.0,,271593655.0,129185471.09374999,50889289.6875,78776512.19599025,49766087531.25,56377451250.0,,,1486896797.231279,7229578945.3125,850222832.8125,118708111.875,,1770230532.786885,123450764.32818896,,616019250.0,182766629.22213557,,33488859.375000004,7741789.394503449,105933492.06349206,18260602.03125,,895575234.375,68202231.86187808,41510000.0,,10359988171.875,57493723.07692307,,7681298.611111111,91077450.0,,87660158.91070618,,15247568.907570537,287129004.7058128,34069259.55555555,986311111.111111,959776562.5,20221862.8125,26387787.692307696,541638225.0,29008272.22222222,39125505.35861401,,27988497.14285714,2886749.0625,12777426.612903224,883784.0000000001,13790167657.181387,1444196.8701481817,43745325.55555555,68628252.0,93503831.70731708,7415924.999999999,89788207.30981529,593296746.875,,14478710.016703002,101554292.62036799,22929956.395164315,18513262.12316699,225013851.5625,4737957.714285714,12970664.736842105,,141154817.96875,42040758.928571425,,12100244.579322452,13660314.285714284,64252775.30848978,59245745.0,191952138.0,54243361.22430641,,,95891214.21875,150551493.23632354,33098847.45762712,,170701412.6984127,32441354.68631192,70588038.8888889,78947307.47590104,58493663.38908838,,26740755.937928017,62202937.5,,617189760.0,40275779.717986695,23120105.000000004,,,19945841.666666668,34130919.54545455,,,109508953.125
2011-03-31,1179295768.125,203277741.75167668,24930172.500000004,81148528.125,66609234.255184986,8354489062.5,339815773.125,3454518375.0,41350651.875,40289282621.875,1880886870.0,546354.5673824844,189174253.12499997,30197611.29032258,134645869.04761904,,1779653787.5,,52001283237.5,407678906.25,,24850848700.0,37148055000.0,53009045118.995224,1156004938.7096775,1185408331.25,3650407031.25,10566281250.0,535109189.0625,223629229.6875,2317075704.6875,131738334.39003648,1858216260.388338,1766098186.0921366,301378338.6675803,10748713335.9375,,360467470.5602029,,1277014537.5,25298802182.8125,45825096.09375,245618231.24999997,3002377486.490942,616106798.4375,12062478093.75,,,507666851.56250006,4329450000.0,55611453337.5,50804973.4375,,918278234.375,256992706.2106122,,75966654047.94113,10555301562.5,2096497359.375,16262275293.75,4171003303.14498,757280421.09375,,61626412.5,961554059.375,1154505056.25,387961500.0,,,49717811083.75,1695821687.4999998,,61762728431.25,579775182.03125,14245029.782608695,153608060.9375,180334514.0625,1504116900.0,,326279240.0259788,53160515.6609416,,554485650.46875,5554552500.0,101245006.7204272,507501276.19047624,27857730.46875,54590992.1875,4658051171.09375,983925367.1875,13368240975.78125,35685830325.0,203333854.60913384,3969102007.03125,42386493.96825397,1093563384.375,615261462.5,140995390.0872904,542327599.7614948,263666902.9273242,1876075195.3125,749375267.1875,2517290189.0625,4916145937.5,,299584025.0,175840973.04217124,9047641220.3125,1070637315.0,,,16494428990.624998,19586734531.25,,5258538562.5,,3364223499.9999995,75648897.65625,583131054.6875,9845106425.0,155140746.875,,27694912.540873338,19785909.0,41295800.00000001,26118449.375,324147436.875,,2890552500.0,10521183234.375,199870300.0,,2141168942.3550265,,,287746134.375,41430684.28571428,1510421554.6875,4804954687.5,4671211187.5,,179034375.0,330371015.625,69606887.93103448,13198700900.927666,397944812.8557952,40146630.95238095,155240247.5,37986091.578947365,203077343.75,55870162.5,,27391887278.125,,,807485749.6875,666139867.96875,2679941671.875,15775079062.5,1814347823.4375,,3660303281.25,226533857.8125,92892631.5625,,1501047407.03125,,247649533.59375,310393068.1818182,48339488.4375,435520055.9375,905785321.875,,143467334.703134,,110318081.25,5237457734.375,274687445.3125,33167203250.0,88154789.06250001,379696481.25,180690803.125,1772041148.4374998,2613184818.75,1092771753.268958,37138382585.41571,3465760406.25,51502751015.625,2175390915.254237,2131552800.0,,,75382324.56140351,,77212690.90964489,3106906911.0273733,74673500000.0,,,,33937449.05384406,1606506831.25,1160664843.75,2616537234.375,548032216.1684492,29557828.788431317,8293665625.0,,374591650.0,1386073250.0,4055509298.4375,216686661.25,415023355.60141605,2818101705.46875,49621781.25,1130554476.7196178,736395363.28125,,,49553121.5625,,,18452859173.4375,,,30728527.228513736,47692584.375,2345985000.0,,266563664.99999997,133096309.83870967,58918926.34920635,71202921.23971839,55330204218.75,59508618046.875,,,1587721629.2341008,7211244960.9375,859017731.25,138943069.6875,,1820738407.2580645,121403616.77884369,,663519500.0,135570037.57337388,,40148530.0,9686624.516322061,129690275.0,17012541.42857143,,834621468.75,67633381.3953273,44374312.5,,11415627750.0,61186680.0,,7684830.9302325575,101965202.83018869,,84502700.7003435,,13299098.486857928,364499675.4538834,32811483.404255323,1064351367.1875,1059947656.2500001,22480477.5,21611001.891891893,567426414.375,22560517.777777776,44297812.5,,34239872.54237288,2603772.8571428573,12934155.254237289,847000.0,17621857904.73444,12972716.05104667,49812611.40625,61615125.0,82875000.0,6715939.999999999,114762187.36698006,705557431.25,,13983819.840847248,120033409.83744961,19258859.990164455,16629433.229229495,213313607.8125,4603456.0,16261807.166666666,,121219349.21875,56854054.91803279,,12083826.93877551,14969919.999999998,80815906.6826105,53137412.65625,211882102.04081634,73644948.55858931,,,94466901.875,137352500.81058082,39859492.06349206,,171179267.74193546,43879233.779921375,82929896.875,91239788.61471151,84694628.39862782,,24160935.06643129,66121687.5,,703473066.6666667,39616451.42857143,21933195.12195122,,,22704265.0,37555519.6875,,,109357828.125
2011-06-30,1370496034.2857144,222332335.16210064,29669404.444444444,81418247.61904763,71622093.07936755,9026185714.285713,261763814.28571427,3096135000.0,40488727.99999999,39464523674.60317,1872312137.1428573,,178587025.3968254,31932042.06349206,135385073.27586207,,1837686476.1904764,,57189848203.17461,443095766.12903225,,26264369168.253967,39514869028.57143,54526293988.20585,1132100200.0,1084787768.2539682,3870460000.0,11238400000.0,522887609.52380955,224241085.71428573,2418555823.809524,167075256.77933934,1830116568.773801,1754744730.316074,272155878.64247644,11913374880.952381,,356707354.82554597,,1369603238.0952382,22390977523.809525,43388220.0,248683180.95238093,2556644576.4825277,582979028.5714285,13364826938.095238,,,457087515.8730159,4664274285.714286,53117810723.809525,49966309.52380952,,1065311873.0158731,213692976.1258181,,71794960930.2722,10254631746.031746,2106855300.0,16120957304.761906,4255866627.1774473,805487773.8095237,,67602474.28571428,1097180088.8888888,1363798400.0000002,370009365.0793651,,,53423586887.30159,1806378126.984127,,54660649999.99999,624780465.079365,20921233.96551724,152990489.6825397,193396380.95238096,1474900114.2857141,,348101776.58909273,52521427.49452582,,502550215.5555555,6073213333.333333,95850515.85546085,598787700.0,30017616.379310343,57751162.9032258,4963190800.0,1059485815.8730159,14775009847.619047,39743197834.92064,192885725.89230698,4254507415.0793653,43224949.152542375,1128819284.1269841,636879250.7936509,130288822.84185173,526837286.6215099,267524346.34873757,1915788928.5714288,760301211.1111112,2381160738.095238,4529707285.714286,,333535730.15873015,201734957.1030936,8958177202.380953,890053036.1904762,,,17060453730.158731,20602159780.952377,,4765855620.634921,,4133910349.2063494,73104586.0,606810626.9841269,9979073671.11111,180565351.61290324,,33609049.30088282,20947101.29032258,41723340.350877196,27186417.777777776,343815240.0,,3106353333.3333335,10265450380.952381,279720000.0,,2080781580.512126,,,267165111.11111113,47736999.836065575,1699155900.0,5204571428.571429,4999582761.904761,,230492063.49206346,329871111.1111111,74768135.41666667,12682029447.503708,356805240.1706517,56387127.04918033,189595990.47619048,37986491.61290322,200275833.33333337,45773212.698412694,,31632660444.444447,,,740325255.7142857,677705100.0,2764417314.285714,14784899857.142857,1793672647.6190476,,3680994166.666667,281187333.3333333,115283099.51612903,,1599929542.063492,645464374.1379311,218682804.76190478,264565499.99999997,39511522.85714286,435308859.36507934,861215466.6666666,,180863185.74337736,,131650133.33333334,4327161349.206349,321083690.47619045,32195641158.73016,97950261.90476191,356215746.6666667,196006000.0,2039705809.5238094,2558112857.142857,1096783106.4185345,31049854285.988617,3127732785.714286,53080755000.0,2482113355.9322033,2516740571.4285717,,,70941367.92452832,,78855553.67579153,3902894368.0204678,74714285714.2857,,,,35856120.38309152,1714368012.698413,1335036931.7460318,2655712174.6031747,472016458.5226414,37848362.725432195,5644696507.936508,,367576533.3333333,1169073841.2698412,4415603161.904762,206618307.3015873,407651497.5576889,3007284664.2857137,51582428.57142857,1183017495.4420416,739455942.8571428,,,45525383.333333336,,,20020169542.857143,,,27372861.423635483,53047269.677419364,2561188571.428571,,250393823.49206346,191452076.6666667,63526550.645161286,73204128.49304351,57750953571.428566,62632660714.28571,,,1624441429.7047749,8161019722.222223,858307633.3333334,147271977.14285716,,1746823770.491803,105998717.14485697,,721832888.888889,79270279.16903242,,44533257.62711865,10393838.92659048,149554393.65079367,13044397.924528303,,741971571.4285715,62328012.02974169,47019000.0,,10802520800.0,78984069.23076923,,7962223.513513513,95515159.0909091,,73617639.36631043,,14316026.508109387,333468066.6666667,31735791.891891893,1018428024.1935482,1004623611.111111,21227295.23809524,19824416.666666664,533316325.7142857,15445185.0,40378571.42857143,,30960501.224489797,2371151.5,13285423.636363639,2133835.0,14556743055.555555,8316519.891839273,43048817.777777776,58632155.99999999,80096625.0,11332866.346153846,116148852.3498081,801035666.6666666,,9136434.015798565,123273782.32355118,18271972.254475947,19955319.875075437,336859095.2380953,6030607.916666666,17375984.9122807,,126855364.28571428,56252485.0877193,47093818.18181818,12035333.953488372,18081146.666666668,68029685.8333406,56039851.86440678,238657884.7826087,55310833.39504653,,,72040510.5357143,134188098.79113933,46109354.838709675,,130193513.96825397,32534719.473875094,85454366.66666666,89903603.18594751,66956337.18473993,,24102249.049569722,91096063.49206348,,689669485.7142857,41994078.0952381,31452385.0,,,23331362.0,38759261.61290323,,,116345439.34426229
