,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,2023-12-31,market_cap
CON,0.0,0.07500531596956472,0.22027685684441933,0.22043773380011245,-0.0017586510112242992,0.1079669396473375,-0.15090053709162865,-0.110448336638026,0.06324725860380132,0.0494452907958447,0.13135205583759135,0.040066514446408075,0.11455739235036844,0.07194106949733947,0.22994933736991463,0.21934040287994838,0.15483155920547476,0.025476244998833497,-0.043667929083459955,-0.021546986839067195,0.28721988777490837,0.052477872566553785,-0.06695536731108087,0.07070193185560303,-0.10538711293340564,-0.029053315552766357,-0.005385347377357852,-0.05998527571599688,0.09389476019889087,0.04748184433624347,-0.022119071682881186,0.11746182406465278,0.052939288482955815,-0.04426877917756622,-0.20016836049403008,-0.23110992888023185,0.008552034913956508,-0.00713214125305528,-0.13033968235570614,0.018749840924604078,-0.19846937967250566,-0.17093296176694628,0.11788686394745018,0.19822436573764102,0.10702882029783867,0.00867673449271078,-0.06738428288289511,-0.1183001593817129,-0.17644301061598133,-0.16880782306908515,-0.08347148175004382,-0.12039316207300577,0.24090238795079344,-0.007946581517877305,0.02767108773812077,-0.07669395036936089,Mid-Cap
1COV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.025701536530044033,0.22467181475083708,0.2179728353749517,0.32252175544840656,0.17714588270086384,0.0007545114492424343,-0.02853865507365172,0.2127515449336952,0.09562183607576813,-0.12217548870438066,-0.02392806669353731,-0.28818076703643825,-0.11228242121836196,-0.042578948855089505,-0.09019628765014165,0.04925649436739232,-0.18336901124876204,-0.11564804562548958,0.23058392376156678,0.17438429516595377,0.25388565108708105,-0.024183246485178667,-0.0017509262860728736,-0.023141023209437672,-0.06823356444932616,-0.2032136141323163,-0.22442341220423412,0.12834634337848505,0.1394328048262592,-0.013613068408224294,0.22987730229271253,-0.0021018812660521524,Mid-Cap
CSQ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.10895436403929903,-0.15282451369681394,0.08053945240920024,-0.02253868299681283,-0.15872090694227448,-0.034847101426847105,0.022717428857076172,-0.05158617424242429,-0.10876158087755261,-0.011042651997187458,0.10357740460408027,-0.1296059838541992,-0.08597743893780174,-0.19883040935672514,0.04756508476136512,-0.10663505020142283,-0.07537945503522592,-0.22133341285402253,-0.3852620074472095,-0.4983571134354764,-0.3050929567294851,Micro-Cap
CE2,0.0,-0.05371711430928572,0.003389486527316299,0.24687653156115563,0.29012655772009066,-0.09963095981904435,-0.009892560430970199,-0.019577188162714476,0.0018803161449616468,-0.04663620045710015,-0.037475578323435954,0.017176865531194574,0.2440987342802492,0.00031514529981113704,0.054511100832900894,0.08635655856235003,-0.19464897532163994,-0.12922341745159094,-0.027439245965038994,-0.18396819426012223,-0.22777515391652847,0.10005437364004521,0.2022837070807284,0.39816669231440294,-0.2731044378297608,0.07904211928547333,0.19717392487953012,-0.03448127367420206,0.04182639771168917,0.31185040148366383,0.013605823719159638,-0.08496584926427497,-0.25045654195773337,-0.1886229970350447,-0.11673663304286919,-0.12623674632943171,0.2363614505584093,0.11854935504945407,0.022893663660392916,0.352403244887612,0.20876956266237778,-0.147824575824403,0.4153265747937167,0.1081884394912982,-0.05528644159952578,-0.10920905504335521,-0.02367226427208513,0.13490058143708272,0.013488833228971098,-0.020896644580516432,0.2090977080293035,-0.008131602808763683,-0.15861278071222829,-0.1386721449456959,-0.14398842160259906,-0.11619632542278524,Small-Cap
EVD,0.0,0.09584997666770123,-0.03957331039518319,0.12164282242877111,0.07473990720812629,0.07733644821265662,-0.47420525490915866,-0.1294993950393224,0.12275306829703836,0.056791428565465596,-0.10078969672532945,0.019128897136553524,0.09335436705398936,0.13637492016332065,0.07658983379575224,0.11678174613428616,0.15419992209214928,-0.10566508965322352,-0.4151089456024083,0.014433527935276302,0.20776319271687949,0.17931026322328547,0.04698717284754661,0.052974058182104544,-0.07351056674807366,-0.06501969778973826,0.008300466061882172,0.0053313501723673,0.08365279542337833,0.12880813298967753,0.022869332511420204,-0.018245344218616122,0.07260320196457659,-0.0040970730751503925,-0.02472169234364885,-0.1363047904453919,0.1353277520850189,0.11827786529714968,0.08890394469983631,0.1606222299336515,-0.05972774621212129,-0.23657830002694058,-0.024856001696791252,0.2408011602579634,0.14034423931219697,0.028955607187044707,0.03760955172224256,0.11547447676913225,-0.01805609289068888,-0.029882054728695873,-0.14292108462879127,0.03899963283942354,0.14305126865491014,-0.030648910968993137,-0.021901455139323733,-0.05577664428826179,Mid-Cap
DAI,0.0,0.16503281743022202,0.06129691339128063,0.19483653126795786,0.037740969492794374,-0.04484045037551565,-0.1652989461780482,-0.1793417957075143,0.12423584561493084,-0.12930637746862628,0.019755213824988127,-0.02621517853483013,0.16241370168089508,0.012876006597370981,0.20032535281206076,0.10632415785870064,0.09493525661697211,0.045958042710572355,-0.06566896117823129,-0.004553775278181349,0.30280601105628424,0.04118861566852483,-0.1094369819036155,-0.0005283836929589336,-0.14845416308391413,-0.08101637945130147,0.01101374403194666,0.08766330002475042,0.06360148506812457,-0.04741159981981857,-0.05545228871380947,0.11242505350938803,0.011764150787427763,-0.09740946449664889,-0.11494304868018801,-0.10270626952134665,-0.0016360398108402618,0.03511762330294732,-0.13521856920902853,0.10435900537901377,-0.22117291412898632,-0.17523600821612373,0.29280782215722523,0.26345979390269414,0.23938752908301364,0.16587871253009312,-0.041873361249722296,0.12064927407928328,-0.15931739987018878,-0.0743044950011238,-0.11480246632792568,0.068529320209896,0.17409649088757662,0.0028899612985409107,-0.022493874836170824,-0.0858285753701421,Large-Cap
DAM,0.0,0.06628731227412898,0.17379549143589013,0.0888936315641724,0.15397673529982892,-0.016507516035259795,-0.08751776703111858,-0.07099004927032737,0.12571862293282332,0.06339648488525751,-0.03700045318172718,0.1146584241844284,0.1498122796024446,-0.10899375588159244,-0.11420023477502239,0.1616080513694811,0.11847442747483594,0.08635968935001537,-0.04503687215230867,0.015278969052681113,0.3538047476558013,0.20879879974041238,0.04740725502491938,0.09849216804547778,0.032418353090680974,0.10743282721509284,0.1276728340775135,0.09501869185246825,0.09604296419264036,0.35826832307944323,0.11742744936101723,-0.12206977094550031,-0.0040270918895976004,-0.04576151273475659,-0.03587566007948184,-0.07971971008321677,0.037736914247191944,0.08011434048214672,-0.15369066304670587,-0.15060363257234954,-0.0979186952288218,-0.10416694776136182,0.10138455808790758,0.0065364167128740824,0.05695252127133488,0.005370812500669286,0.20311497789609922,0.09323844290204275,-0.07059227232173493,-0.02416959222252235,-0.04968112004226566,0.00373088950660172,0.051118751304386034,0.061428830321545114,-0.11269246013597956,-0.07425081664536304,Micro-Cap
DHER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06628389596015505,0.23344474149980088,-0.03504543728368126,0.14796358196409165,0.16058056077171212,-0.28020105555238095,0.002472895742918979,0.14090655084066173,0.10853962280330798,0.10767083229013252,0.4657507115749526,0.1642097453860505,0.17912608082882953,0.08310116732750794,0.1638968340828897,-0.038149448926678486,0.05893059288537561,-0.11011173029214649,-0.47335471173485444,-0.3966199373542605,0.2588459643879293,-0.10001391234098334,0.08248545441098543,-0.15695918714447565,0.004061104274118543,-0.2766138207650878,Mid-Cap
DEX,0.0,0.31241946011078947,0.13049467269319082,0.38055298094057166,0.062425436656345035,0.16011883232857782,-0.04867320455750723,0.05721679241476241,0.030495436512854468,-0.12371158415914851,-0.16273174138072666,-0.26924502960843655,-0.06719369984564805,-0.01182109314867097,0.044917754856410586,-0.03778298433767047,-0.11285136576807597,0.05684977706941008,-0.29143850602663945,-0.2977331877467989,0.035297440674351366,0.20567720892295727,0.009409853162825721,-0.008306131999336053,-0.20003299016361276,-0.09659048413711224,0.05818574318509184,0.04597329301628239,0.00320816521823164,-0.025052705175865553,-0.12750922145759214,-0.15531274113546623,-0.10554663577965384,-0.1813368099913405,-0.03550937318606551,-0.05359487485224568,-0.14171065401834604,-0.16089225384119865,-0.43144182140183673,0.0102920633901189,0.12701364198455845,-0.31579895957072046,0.20293963014606708,0.3997783056215358,0.11760456772743832,0.04486870254624775,0.10428163232067744,-0.16884276613269233,-0.24067740051722697,-0.4605895093699972,-0.27888169403532537,-0.07826889828477512,0.09447805039025758,-0.19087781507747703,0.19540597813580796,-0.07046920089778752,Small-Cap
DMRE,0.0,-0.17021044024992205,-0.15638634064347556,-0.19342203421788262,0.009916779145594079,-0.1684862217424523,-0.5051090109890111,-0.12626645717072071,-0.01007217696019802,-0.2697718667643594,-0.3568604595270142,-0.1161605618747713,0.16857426933037356,0.6730897448653652,0.18501401329402745,0.009344285251483342,0.1401713947432135,0.02842488853470504,0.16607054374323282,0.05659899251121625,0.7329950858596694,0.10283860446147863,-0.08840953288905651,-0.1392039598086834,-0.04675579939615637,-0.06516804538134069,0.023005536815641214,-0.0008391135383284398,0.04960476876193054,0.002328513655402542,-0.026877182923750187,0.012746562779684112,0.07521024144144528,0.06944138258565902,-0.006337259334420642,-0.04344743488255709,0.11494618242819588,0.0570499128468851,-0.026205832093048942,0.06247169640431105,0.028931374272744836,-0.17280348742942853,0.043239721155213795,-0.10056677647267609,0.07131230137198696,0.025135313022959238,-0.0619198040577178,0.014363688595231183,0.046582943925233655,-0.05538834295636297,-0.24558788924621544,-0.30319159981963173,0.1190398867403537,-0.21042111538453856,-0.1745336321454498,-0.2066856330014224,Small-Cap
DMP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04044800224653611,0.045406691853991044,-0.10658335869955093,0.044940432198523395,0.191760571503363,0.0031636083242363444,0.1506561824865713,0.018834446717435505,0.1672040257226497,0.032689612767549114,0.10695840213829833,0.20978645261140438,0.17639916660679633,0.06200514886687758,0.11677664897496154,-0.19436754087320884,-0.2499322492101269,-0.03305098991728683,-0.17909785173227366,-0.042824640728047814,0.17263570917401405,-0.030622012737559934,-0.12154846268951702,Small-Cap
DBK,0.0,0.03253667009778671,-0.02768839494623021,-0.13236226541682727,0.08850782541071256,-0.054914793470254075,-0.24860890298598248,-0.09929949366718083,0.20965969290640296,-0.0940807484352546,-0.09417671881338996,0.21180219402194944,0.04842570914380273,-0.032415082265713324,-0.0029191515999693607,0.019959220188225046,0.009713453633976243,-0.13124853774010992,-0.09710597093799,-0.041529827348770976,0.11076469647157561,0.05162743652542545,-0.052576372966619433,-0.12492342724356265,-0.301086854443554,-0.12356503666206886,-0.17307317395332678,0.19104051713268322,0.23824142123347802,-0.008849264010080904,-0.08229976362895974,0.040206799938535154,-0.10508729828321195,-0.2256591944082722,-0.05381286905459892,-0.14598977699438753,-0.10330741289449563,-0.1125989517653666,-0.00020948283910493526,-0.01007278612280238,0.12069448730982901,-0.07207441535218262,0.13972336662027507,0.07552763312748345,0.12239096859601384,0.16067514571313457,-0.051998668946163784,0.04591992078695739,0.06516767972290172,-0.15737266780886072,-0.15757502228577447,0.14469797029569542,0.15517574262604228,-0.13490046642273534,0.030768639060180902,0.005150232191794446,Large-Cap
DB1,0.0,0.03307839066870133,-0.048857426212108646,-0.024820596793891148,0.11586165772212276,-0.02848519435356056,-0.14376636591963832,-0.09384149530167007,0.1262742801870802,-0.0852246471906547,-0.023339431252894616,0.021301965995129013,0.11961823807087657,-0.009104767834597127,0.12674293351419252,0.0478938862887488,0.035495437534904806,-0.059240792601765735,-0.00948789268137007,0.01860662770067889,0.2511700122189715,0.07942861424235459,0.07208306387842334,-0.004065222721141404,-0.05512138855906745,-0.002457418806231071,-0.024462209519828693,-0.024812707736267203,0.11641560120216887,0.14053617411457742,0.006242595574970311,0.022805442719667335,0.11685495697173853,0.0843477145365461,0.022143776485666233,-0.043930329008175284,0.012110967317671584,0.07764185992269756,0.08701161086686926,0.055292609676777404,0.009860330275175189,0.0421296092468284,0.07626248761276666,-0.12314254968226379,-0.010898556056286202,0.036413583061253973,0.024075185812324484,-0.0033427543276467464,0.06885511870639771,0.04131584395900667,0.04102333754541143,-0.003737055660658961,0.004985783015298173,0.023778155439138082,-0.03541617253168727,-0.03753944977155155,Mid-Cap
DEQ,0.0,-0.013854072936346995,0.024537305924088315,0.14870844964220953,0.025939050359360838,0.004940593213095035,-0.03812485222392681,-0.052199957697243726,0.031407441501735356,0.07550964847291453,0.06340197223589472,0.03614601243443305,0.018052020707424843,0.034584292722711796,-0.02978748040334045,0.029069698159001955,-0.00448015373485422,0.10544058500681075,0.0006622376728300239,-0.02066321375128677,0.22862723479917335,0.04003466712582959,-0.0969716898225561,0.018287476155192106,-0.049753721582591726,0.05644553247890016,0.002373955241825376,-0.07677334126118152,0.011076658390946736,-0.02161806907676045,-0.09861761213120812,-0.051732621538108314,-0.04102836199432269,-0.007482646924258596,-0.032927077562270535,-0.08188383581936365,-0.026018862295585254,0.0006993638444825478,-0.07714264589868336,0.08171222524497845,-0.17701886080680374,-0.40436964140650833,-0.0691843326649264,0.24023256941091153,0.1803428328822374,0.09439050341331101,0.017732324033515434,-0.17946009525350837,0.013869786722972233,0.14191820903832975,0.24022927763175583,-0.04879089755497701,-0.04510126510466894,-0.037754507543235616,0.057807732447439975,-0.13989540530444544,Small-Cap
DPW,0.0,-0.04025851953333781,0.06272768007821128,-0.00555304010349289,0.0016575442111161909,-0.008689927235606798,-0.14696357846894037,-0.02144975488188472,0.21822020838380296,0.031417459820896276,0.10528949574407331,0.0437674737077971,0.10621676724005447,0.0825446954810829,0.1561153006416014,0.14088414546295236,0.05116699846663186,0.029099369318756008,-0.06694836939833282,-8.560311900152051e-05,0.14798776543050307,-0.013612761355814573,-0.08748171640111468,0.012738912869497243,-0.13551496801098806,0.12741418643393487,0.06332961985135888,0.06823778468859754,0.08829782006977083,0.014435575873942064,0.08176201883177048,0.13373808566258494,-0.039572253027793325,-0.10991980377398136,-0.1038234806171543,-0.08084580078749726,-0.03832519772980325,0.07923951152618636,0.02905920282118979,0.10162358895976098,-0.0980383431805445,-0.04178928375748814,0.30790472534971003,0.08607851621277773,0.07145292233533107,0.2242616296368083,0.11010498658355883,-0.06734059886027899,-0.09352373290426386,-0.2215251961297794,-0.04663507556313973,-0.015673434914863282,0.11908724612697896,0.05821643244003405,0.010679635235014029,-0.11571440044259629,Large-Cap
DWNI,0.0,-0.05517533510161732,0.0958556171698941,0.24959715384237935,0.14005281318811091,0.020346021775738965,-0.018373835208559508,-0.04225555821437965,0.012014508691471582,0.14054024987412528,0.1659998800622613,0.05142245273146551,-0.01522237041288943,-0.01248187919730881,-0.0495315461488004,0.0506470449648424,0.057043021300795305,0.07248470894125658,0.05404576085180235,0.08288892978105267,0.2818956412008724,0.0025979434566831827,0.014852965581126698,0.07063867611304286,-0.013435444880559477,0.14628062496500727,0.17252103304052202,-0.11428306161550028,0.06462434011809681,0.07934262065496189,0.0324895753802783,0.05930251077917181,-0.03818017431742571,0.1195738130570263,0.0674090169582573,-0.026872220126260338,0.03563171727805403,-0.06302273240803724,-0.19226288437553596,0.07995617856415338,0.04251200173453551,0.05511471343829899,0.12258824148261116,0.005833915343540941,-0.05743035367547644,0.16437773787516963,0.10840556770358956,-0.14223102976720525,-0.2135746511967409,-0.27152655837800355,-0.1330759394940506,-0.0953825813872996,0.054106041571323926,-0.059107440513342824,0.07793194477736853,-0.05640305813448099,Mid-Cap
DEZ,0.0,0.22614758193224382,0.08755735369603945,0.23655488412718007,0.013964032916162994,0.06365852248780857,-0.15172133250017217,-0.2539662836170773,0.006007254345735791,-0.12344965327420065,-0.2552705516073558,8.496682609182571e-05,0.2628564038948784,0.06206795414435318,0.34443475343844354,0.09284117843641382,0.08359929816764344,-0.14994545294138617,-0.19198513093786007,-0.22582962691996156,0.058970050211095026,0.19315832428298774,0.005790090294623518,-0.2985331138831909,-0.06787923260821738,0.3424242731901457,-0.07590410878612042,0.24001216199617814,0.20470077836671652,0.20092582586059482,-0.08716196249586938,0.08882024228892105,0.08479659510778514,-0.002942823888604007,-0.038726193866817304,-0.13123538179603556,-0.013643153091557059,0.30123345612069485,-0.27851759854818103,-0.06922597835446986,-0.1860810988452919,-0.16888523819430512,0.23296046773754986,0.09028651617622785,0.18137880431315034,0.1513924718842241,0.0936984775906633,-0.07572000982529414,-0.17826245832001097,-0.23973421656061755,-0.10721353781582388,0.033100789352476845,-0.0022246325542171763,0.0798942527136306,-0.18770036063163043,-0.15131482248560246,Small-Cap
DFV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.029478375575916704,-0.06749788945797508,-0.010304992435703264,0.13060396668604923,-0.16748050548354232,0.006573527227633047,0.2619007268864175,-0.1168027465897773,-0.2623815506533679,-0.1862141858269607,0.09438826285024593,-0.14357085269045144,-0.022919212491513963,0.06322075628098256,-0.08502237843944782,-0.10472347078704602,-0.05855530667975828,-0.14721782469746791,-0.04225987773355755,-0.06918990703851258,Micro-Cap
HNL,0.0,0.16323005355210563,0.022212355150940777,0.1729558062854779,0.2813046927754843,0.0969724107453811,0.0008209393672928833,-0.12561043754045853,0.09687161807279754,-0.06942386269394796,-0.044341272287999445,0.1919229971068852,0.12204517970849338,-0.09851082212339501,0.013021352114127804,0.03514404587481157,0.10042624832258218,0.13974774672407597,0.09213570032211638,0.03865492451316732,0.1086266298141858,0.1526186877106117,0.12260557215036783,0.05283523098110887,-0.09765228010055449,-0.024161315983126652,0.08018048892839236,0.06874188090072231,0.17699069138081436,0.09277937739605235,0.03796122303799865,0.1587056198838177,-0.028417722468398632,0.34676847746367656,0.01109497273880855,-0.21308071772843185,-0.2218147512821571,0.13627491333792108,-0.08539740254594819,-0.06740352324627763,-0.14887991212179275,0.01954581865683447,0.20728320197376937,0.08165262017089958,-0.03713516007560991,-0.07159558044769965,0.00039168821208201976,-0.14898323933592827,-0.16590944093639293,-0.24136612129964874,-0.18161925232857057,-0.17050466661379415,0.11432588278854494,0.0553204345360061,0.03062215725971207,-0.21107773529947216,Micro-Cap
DRW8,0.0,0.0,0.16511721638119914,0.005760320496666971,0.02738885121856116,0.14104878263635467,0.007817264970086724,-0.11673775091962102,0.1258847394174163,0.21838860130781845,-0.068004113867974,-0.08923404982214489,0.22628477164788685,0.14782892658451607,-0.04384043087701661,-0.06376519334302544,-0.00866629348677761,-0.05672045433813688,-0.11304798617318079,0.007532866162065721,0.14174734159118763,0.10241016188134067,-0.10539752380243073,-0.16840794152880423,-0.11877536498637475,-0.004193454495397209,0.0016823247569781596,0.15239016734498279,0.090870600421177,0.12886665474460735,-0.09192563939062304,-0.02123364768403302,-0.056835444936797264,-0.14405568108642197,0.014843762683482975,-0.20906331414385038,-0.025443305766292945,-0.04193919374992805,-0.0989241036468711,0.060276136997283514,0.12304762732719876,0.3654721544302133,0.11130929727078187,-0.07396526225735633,0.06864135287012241,0.12044855006753452,0.010423124141535789,-0.1936435608179501,-0.17527357515699105,-0.1067458532600215,-0.04317010951341771,-0.11313139022034291,0.02411518165857296,0.035442463916712574,0.0018198494990175895,0.03286062225015729,Small-Cap
DRW3,0.0,0.17879547388463535,0.2730080833198576,0.05421780492101713,0.005552917387907641,0.18128404255743624,0.02701922939503487,-0.06689313110712003,0.07931198142538243,0.08821821732433044,-0.08125843800605304,-0.006033026278708387,0.22877759646350837,0.07319876292232297,-0.006280782460435286,-0.08496685766059275,0.04286756062923347,-0.13275869249299155,-0.1238419777283366,0.0828953992759014,0.22525968941678798,0.11648784329003137,-0.16606522807884128,-0.22953076356323532,-0.11007294627818032,-0.029413174656386265,0.03580099164468864,0.1620239023039185,0.20933833679373337,0.17379449368947175,-0.09483055387563999,-0.07608821219708628,-0.038781795785355344,-0.1862196215482954,0.005971664923457576,-0.24964853078470672,-0.016613286349143053,0.03229604913196993,-0.07493321170585043,0.15448308909783726,0.11023885499441177,0.25576959558059364,0.0262801557095389,-0.11047959048752387,-0.009670411810048796,0.11459746467149623,-0.005511567058050892,-0.14602914965571867,-0.19977434111284176,-0.043890264801963896,-0.006331409386236775,-0.13714598845576265,0.005637104393858339,0.0796097690015296,-0.007344186262740027,0.01840401728525798,Small-Cap
DBAN,0.0,-0.06168273214986686,0.03249650947765548,0.1868220768728297,-0.01365197908887228,-0.04627298049067996,-0.1390749440490351,-0.11842817095362235,0.121529449629868,-0.050353948967895024,0.07225797646783572,0.12062754601463466,0.07801861242121788,-0.10153065217634372,0.025353449626268176,0.04420738849777628,0.09880428226555327,-0.08391118630904482,0.08960069402347703,0.049524632887914866,0.27495849672095884,0.0007068613985528049,-0.03337908557118774,-0.04130169890585944,-0.0001159047946726055,-0.02853076881686678,0.09319772098116252,0.07046943148278206,0.08331176896801562,0.14167931021722224,0.08961749396864604,0.10373366733349543,0.011844655642023083,-0.21939710181581606,0.012276702706425002,-0.047552288952188104,-0.019272477097548424,0.01491177388207543,-0.07481549961282608,0.18427356850955912,-0.0707948866340703,-0.17547772067774015,0.06100096780073061,0.0518710620548124,0.13616541721789388,-0.044804529038935614,0.042157322739958314,0.05336161711190157,-0.10975486326187733,-0.17229182614934901,-0.07811362304427372,-0.008829499812176622,0.12267822370642412,-0.023263468928456654,0.08002142194704609,-0.008785742851429856,Small-Cap
DKG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31674366800030884,0.04939926512270998,0.2983406532717203,0.037787560175803536,0.028466931107935745,-0.019143398756886087,0.0394367356589469,0.15205101074793026,0.014357354260617905,0.05587051529374287,0.004072784115058292,-0.03363754015778386,0.07371481843203398,0.2942757323300187,0.05243145904483115,-0.0029158742512125357,0.04106983511800122,0.02978612486137555,-0.02817681887449308,-0.02050589612026288,-0.012333198544278168,-0.014188430679829556,-0.06848513621737251,0.01369494095116508,-0.06077497564671497,-0.11354762590717637,-0.17696297363492297,-0.19102285259159413,-0.0373392930093962,-0.09863080060864748,-0.11359572323987455,-0.41633548290341926,Micro-Cap
PBB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.06352158560781851,-0.1460523668308804,0.009074073507453484,-0.08959503333644114,0.10727647980607813,0.07088004565629547,0.1740801579618163,-0.010695918780706082,0.10783575982069693,0.07882616173425228,-0.05948750625824939,-0.007938555347092202,-0.15015948161354575,-0.08406585580184511,0.15081666715251463,-0.08270989353058456,0.21895283366791563,-0.026919600754479855,-0.4826399924080128,-0.08868549616760579,0.2116400105912586,0.22423120728929402,0.0700864864833668,-0.03274893631918163,0.1444446907947925,0.02688988172674489,-0.005470170537691055,-0.19924454178413964,-0.1421279176877105,0.1779953360193467,-0.1185258451928316,-0.06743482784438404,-0.11892063697287059,Small-Cap
DTE,0.0,-0.028656868027667426,0.07987314755467545,-0.02203396672508262,-0.003199180210071151,0.07453618175806631,-0.11223376565653576,-0.04144651689778478,-0.026504912259840085,-0.04922197744094403,0.10599926516026015,-0.06541421586456475,-0.014227149928716543,0.041717748995704795,0.06671088879222875,0.20543842948743962,0.04318094268940831,0.017357343702189665,-0.032846492782760195,0.04135790861483013,0.2701995390269809,0.04396234908056762,-0.01961955441785912,0.02369715891506674,-0.05394934123605255,-0.009783042747583348,-0.016941481989813156,-0.007985283245872443,0.08097396550732583,0.03786751502046348,-0.0773835632949107,-0.015833043569988603,-0.1016710606918163,0.003923967659508643,0.009975810693640286,0.06199132549829178,-0.001279078865621286,0.024832996710853594,-0.004738283156036638,0.01765330163803469,-0.07001936079100735,-0.037063495020085324,0.09047172272271942,-0.028630864797083433,0.06390872527292135,0.09581005530977849,0.05898151640890248,-0.08390750654928725,0.006330500515317583,0.09358823814698214,0.03972809428597035,0.007325094567476098,0.0998057944329942,0.010221212428651816,-0.06353947338423926,0.02885399697656732,Large-Cap
DUE,0.0,0.08306440638426071,0.15118832040082975,0.08099849305129192,0.11343887547919906,0.0651934341322824,0.02222125790186058,0.1579625900700119,-0.013252456129920043,0.09524938740721778,0.16585307178093078,0.13566036099863044,-0.007113574964358271,-0.058533612584394046,-0.28962587081234126,0.1935776009638046,-0.015375416266354303,-0.010305449066072891,-0.016308183990413117,0.0470810974283864,0.41456232539884663,0.05400686808585187,-0.19688521843997142,-0.0007665719429650331,-0.17541344726440544,0.09544705324786862,0.10744755946441686,-0.025908512664607475,0.08352844559668937,0.19556341139344768,0.08205335040437856,0.06869871449060705,-0.05730868180016502,-0.1831729011716,-0.5381746439381268,-0.18292651834820195,0.09060265851436888,0.01591653836639373,-0.27784537287943933,0.08475430509496196,-0.061562675113861154,-0.17775892131598148,0.19046605675725403,0.1358286191841449,0.2009957955299848,-0.0023594872517256338,0.14769467957483418,-0.031503212316246976,-0.08256528103762706,-0.2920682744987675,-0.08944126789209117,0.30457629618703463,0.16446372368356665,-0.1290189583928445,-0.08646169779816681,-0.17570261898056905,Small-Cap
DWS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.08207126189086,-0.11667060053204914,-0.06663811329095959,0.04684223079720229,0.21108148977139307,-0.07626833717209491,0.04354083299690181,0.06122268243407136,-0.0637447990669393,0.09131036007466387,0.01563278401832413,0.08166707459814715,0.0738730787668116,0.012097417629559848,-0.061221282347940886,-0.038378738230895104,-0.1125633499221933,-0.13193757005638196,0.061921748209011085,0.0818140545859889,-0.027749408768330985,0.03568170711166552,-0.03100195702492481,Mid-Cap
